,Tweets,Dates
971,新型肺炎。いたずらに怖がったり煽るツイートする必要はないけど、コロナウィルスの新型はSARSの記憶あるからねぇ。インバウンド関連で感染症対策に気をつけてる節がないのは、身近な市内でも気にはなってるけど、まぁいずれにしても自分でできることするだけという原則は変わらない。,2020-01-16
972,"中国の新型コロナウイルスによる肺炎の国内初患者を確認

コロナウイルスによって引き起こされたSARS（重症急性呼吸器症候群）流行時、感染者が百人を超えたシンガポールで、感染症対策に追われた

海外渡航禁止、ネットによる噂拡散、徹底… https://t.co/vIusxjDYJx",2020-01-16
973,Japan confirms 1st case of new SARs-like virus from China https://t.co/rMpzdaHvhU,2020-01-16
974,"新型コロナ国内初確認。病院で働き出した頃だったかな？当時、SARSか何かが大流行してマスクが品薄に。職員用も限定支給されてたのを想い出した。昨今は訪日外国人も多い。今の内に入手してた方が良いかも。

なお、空気感染するとしたらN95じゃないとほぼ無意味😂",2020-01-16
975,"・日本でも確認されたものの、今のところ二次感染はなく、流行拡大の兆候はない

・専門医は、SARSやMERSと比べると重症度はかなり低く、致命率もそこまで至る可能性は高くないと見ている

・ヒト間での感染力は高くなく、家庭・病院内… https://t.co/V5Q39mPon1",2020-01-16
976,"I started my life in owerri, I was born and brought up there. Ever since we started having too many  visitors comin… https://t.co/Quen7YouHS",2020-01-16
977,"@TheCobraOne @Derek_Hanekom And really, what was leaking at SARS, and why did he take it personally?",2020-01-16
978,"PC2秘密：あなたは忍者である。忍者であるが故に表情には出さないが、あなたはSARSを発症している。
あなたの本当の使命はプライズ「SARS」をクライマックス終了時までに手放すことである。

プライズ「SARS」：このプライズを所… https://t.co/PYZgeBr9yi",2020-01-16
979,"感染力がそれほどでもない・・みたいな事は書いてあるな。
ホントかどうかわかんないけど(;´･ω･)

中国の肺炎「ヒトからヒト感染可能性排除できず」地元当局 | NHKニュース   https://t.co/Rdqbyi851H
#SARS　#コロナウイルス　#日本",2020-01-16
980,Hulpverlening: Nieuw aan verkoudheid en sars verwant virus infecteert mensen in China https://t.co/iCZmSds9P0,2020-01-16
981,SARS、新型肺炎、PM2.5（国内でもあるけど)、全部…,2020-01-16
982,"これによると、発症の疑いがあったけど、全て否定されているー！
https://t.co/niVGyZIRAg
わが国では、集団発生期間中に報告のあった可能性例16例と疑い例52例すべてが、他の診断がつき取り下げられたか、あるいはS… https://t.co/0HwP9FTwuf",2020-01-16
983,"えっ(;´･ω･)

#SARS　#コロナウイルス　#日本 https://t.co/IE6yJVZUOf",2020-01-16
984,@jasyolge @___ISAACS___ 今のところ聞いたことないね。仕事仲間が武漢にいるけど、何もないな感じ。HKERがマスクを買い占めるぐらいかな？前回SARSの教訓を生かして、多少隠蔽体質を改善したと言っても、政績や保… https://t.co/x8CjP4kkPD,2020-01-16
985,@PatrioticNGRN @_Machiiavelli_ @hartng @ChallengerNG @FitnessCentNG Calling the name of the people that locked you… https://t.co/PN0hToVM9u,2020-01-16
986,@prasad_perla @dharmvirjangra9 @GenDADange @BHARATMACHINE99 @ddt0801 @Savitritvs @AnkushD65021363 @Bharatwashi1… https://t.co/E1PJN7kTgg,2020-01-16
987,"@clompclomp69 @Sankei_news 新型のコロナウイルスだそうで、SARSとは別物のようですよ。
ただ、コもともとのロナウイルスに対する治療薬がないのに、新型となるとなおさらです。危険であることにはかわりありません。",2020-01-16
988,SARSの時の様な事にならなければ良いけれど… https://t.co/Z0KLGvlbxk,2020-01-16
989,"#新型肺炎 #コロナウイルス #サーズ #SARS #中国 #武漢 #マスク #感染症 #対策 #杜の湯リゾート
中国の武漢市から発症したコロナウイルスの新型肺炎が、タイや日本に拡散した。対策はサーズと同じ。会社やホテル、家庭でも… https://t.co/SaZSOX6GXU",2020-01-16
990,SARS ma fi yin pawo. https://t.co/26YSEZtyEi,2020-01-16
991,"@BlueCosmos810 こりゃ、2003のSARSより怖い状況になるかもな……
医者達がもっと頑張って欲しい",2020-01-16
992,SARSなんて久々に聞いたな,2020-01-16
993,@Aruto_616 SARSやMERSよりも重症度も低いからマスコミの煽りとかで世の中が過剰に反応する方が大変かもしれない,2020-01-16
994,新型ウィルスでSARSらと同じコロナウィルスで〜と聞くと不安になるけれども、どれくらいの重症度か、人人感染の可能性は？とか記事にまとめてられてました。読みやすいしわかりやすい。,2020-01-16
995,不勉強だったらものすごく申し訳ないけど、新型◯◯系の肺炎とかインフルエンザってどうして中国で初確認されるケースが多いんだろうか。ふと気になった。SARS然り新型インフル然り。,2020-01-16
996,@babaomoade @Funkemyfun @Mr_JAGs @rrslagos767 @followlastma @followlasg @jidesanwoolu @TunjiDisu1 Law enforcement s… https://t.co/VrY3UlFaxb,2020-01-16
997,德專家：武漢「新型冠狀病毒」就是SARS https://t.co/vkU0OTzgRq,2020-01-16
998,"@homedogquest SARSもコロナちゃんの一種なのかしらん？
神奈川の何処の御仁か知らんけど、とりま外出はマスクやるかな、、、",2020-01-16
999,SARS並みのパンデミック起こるのかな？,2020-01-16
